rassrecv,h14itot,r13jhours,r14isret,racohbyr,r14ipena,r14jnjob,r14hlthlm,r14peninc,r14peni_n,h14absns,r13jhour2,h14adebt,r14jlten,h14atota,r14mstath,r13iearn,inw4,inw5,inw6,inw7,inw8,inw9,inw10,inw11,inw12,inw13,inw14,retire,r14agey_b,ragender
1,39452,0,16212,3,0,6,1,0,0,0,0,0,17,924000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,72,1
1,39452,16,5040,3,0,3,1,0,0,0,0,0,5.6,924000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,69,2
1,55300,40,13200,3,0,2,0,0,0,0,0,0,17.4,421000,1,34000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
0,48000,0,0,4,42000,1,0,1,2,0,0,0,39.3,965000,7,49000,0,0,0,1,0,0,0,0,0,0,0,1,61,2
1,45350,24,15000,3,0,2,1,0,0,0,0,0,16.6,465500,1,36000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,3520,0,1500,3,1920,2,1,1,1,0,0,10000,17.8,80600,5,50000,0,0,0,1,0,0,0,0,0,0,0,1,63,2
1,56420,4,6420,3,0,2,0,0,0,0,0,0,20.6,12700,1,5000,0,0,0,1,0,0,0,0,0,0,0,0,65,2
1,14607,0,8532,3,0,4,0,0,0,0,0,0,36.7,54000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,64,1
1,122016,0,0,3,0,3,0,0,0,3,0,19000,23.4,3204000,1,120000,0,0,0,1,0,0,0,0,0,0,0,0,62,1
1,35480,4,9480,3,0,1,0,0,0,10000,0,4000,17.6,65800,7,0,0,0,0,1,0,0,0,0,0,0,0,0,62,1
1,46700,35,8100,3,0,1,0,0,0,0,0,0,25.5,613000,1,50000,0,0,0,1,0,0,0,0,0,0,0,0,66,2
1,70670.74967,40,16077.32398,3,8880,5,1,1,1,0,0,0,26.7,2041756.43,1,30000,0,0,0,1,0,0,0,0,0,0,0,1,66,1
1,31708.58615,100,6000,3,648,3,1,1,1,0,0,350,20,271650,1,0,0,0,0,1,0,0,0,0,0,0,0,1,72,2
1,31708.58615,40,19060.58615,3,600,3,1,1,1,0,0,350,34,271650,1,0,0,0,0,1,0,0,0,0,0,0,0,1,72,1
1,25212,30,0,4,0,2,0,0,0,0,0,3000,27.3,329600,1,10000,0,0,0,1,0,0,0,0,0,0,0,1,62,1
1,124044.6853,50,11232,3,0,4,0,0,0,0,0,0,13.5,717000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,68,2
1,39506,0,14400,3,24816,2,0,1,1,0,0,0,18.9,501000,5,5000,0,0,0,1,0,0,0,0,0,0,0,1,65,2
1,90220,0,14400,3,57600,4,0,1,1,0,0,0,25.7,1045000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,65,1
1,139172,30,0,5,30800,1,0,1,1,0,0,4000,32.7,354000,8,97000,0,0,0,1,0,0,0,0,0,0,0,1,55,2
1,26624,15,0,4,21600,2,0,1,1,0,0,1300,2,107700,5,180400,0,0,0,1,0,0,0,0,0,0,0,1,61,2
1,77572,40,0,3,0,2,0,0,0,0,0,8000,35.5,254000,1,47000,0,0,0,1,0,0,0,0,0,0,0,0,62,1
1,24660,0,4080,2,14100,4,0,1,1,0,0,400,32,105294,1,0,0,0,0,1,0,0,0,0,0,0,0,1,74,1
1,45088,40,6096,3,0,3,1,0,0,0,0,0,12,373000,1,12500,0,0,0,1,0,0,0,0,0,0,0,0,69,2
1,32831,0,0,3,32400,1,1,1,1,0,0,10000,37.3,170000,1,50000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,11200,50,5200,3,6000,1,0,1,1,0,0,0,36.7,131000,8,40000,0,0,0,1,0,0,0,0,0,0,0,1,64,2
1,31736,20,6540,3,4104,3,0,1,1,0,0,0,34.3,12200,1,13400,0,0,0,1,0,0,0,0,0,0,0,1,65,1
1,86006,37,0,4,0,3,0,0,0,0,0,0,10.2,521000,1,40000,0,0,0,1,0,0,0,0,0,0,0,1,56,2
1,8460,0,6960,3,0,6,1,0,0,0,0,0,6,14800,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,59741,15,7020,3,0,5,0,0,0,0,0,0,6.8,155000,1,21000,0,0,0,1,0,0,0,0,0,0,0,0,67,1
1,44400,15,7200,3,0,5,0,0,0,0,0,0,2.3,470000,1,3200,0,0,0,1,0,0,0,0,0,0,0,1,64,2
1,14893,13,7944,3,0,6,1,0,0,0,0,4000,5,7400,1,10000,0,0,0,1,0,0,0,0,0,0,0,0,65,2
1,12722,0,11532,3,0,9,1,0,0,0,0,4000,11,3100,7,5500,0,0,0,1,0,0,0,0,0,0,0,1,64,2
1,195756,0,20640,3,0,3,0,0,0,0,0,0,36.3,9485000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,71,1
1,50900,40,9600,3,9600,1,0,1,1,0,0,0,16.7,230000,1,27000,0,0,0,1,0,0,0,0,0,0,0,1,66,1
1,34900,0,15600,3,19200,3,0,1,1,0,0,100,18.3,44100,5,25000,0,0,0,1,0,0,0,0,0,0,0,1,67,2
1,25088,18,168,2,0,2,0,0,0,0,0,0,8.3,360000,1,19000,0,0,0,1,0,0,0,0,0,0,0,1,74,1
1,41800,0,16800,3,0,4,0,0,0,0,0,0,24,144000,1,39000,0,0,0,1,0,0,0,0,0,0,0,1,68,1
1,93700,0,18000,3,0,3,0,0,0,0,0,0,19,1572000,1,96000,0,0,0,1,0,0,0,0,0,0,0,0,67,1
1,30852,30,5852,3,0,5,1,0,0,0,0,0,18.7,20000,5,15014,0,0,0,1,0,0,0,0,0,0,0,1,68,2
0,127400,40,0,3,10800,3,0,1,1,0,0,0,29.9,240000,1,91000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,31068,45,13200,3,13044,4,0,1,1,0,0,0,22,539800,1,42000,0,0,0,1,0,0,0,0,0,0,0,1,70,1
1,45372.74006,40,14400,3,0,3,0,0,0,0,0,66377.13436,19.5,227122.8656,1,32000,0,0,0,1,0,0,0,0,0,0,0,1,66,1
1,25620,0,13068,3,12540,2,1,1,1,0,0,0,12.4,440000,7,36000,0,0,0,1,0,0,0,0,0,0,0,1,72,2
1,125984,25,0,3,60960,1,0,1,1,0,0,0,32.3,935000,1,220000,0,0,0,1,0,0,0,0,0,0,0,1,64,1
1,2000,0,0,4,0,5,1,0,0,5000,0,1500,5,27500,1,20000,0,0,0,1,0,0,0,0,0,0,0,1,61,2
1,88180,5,14400,3,25200,1,0,1,2,0,0,0,42.4,1037000,1,40000,0,0,0,1,0,0,0,0,0,0,0,1,71,1
1,88180,0,0,3,25200,1,0,0,0,0,0,0,23.6,1037000,1,55000,0,0,0,1,0,0,0,0,0,0,0,1,62,2
1,294600,12,4800,3,0,3,0,0,0,250000,0,3000,10.5,508000,1,18000,0,0,0,1,0,0,0,0,0,0,0,0,64,2
1,12696,0,10920,3,0,0,0,0,0,0,0,500,-97,65800,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63,2
1,10376,40,3072,3,0,1,0,0,0,0,0,24000,18.2,13300,5,0,0,0,0,1,0,0,0,0,0,0,0,0,63,2
1,51000,40,14400,3,14400,1,0,1,1,0,0,0,33.7,138500,1,50000,0,0,0,1,0,0,0,0,0,0,0,1,66,1
1,42597,50,0,4,19050,1,0,1,1,0,0,0,29.6,208000,1,50000,0,0,0,1,0,0,0,0,0,0,0,1,58,2
1,72712,55,16944,3,55608,1,1,1,2,0,0,0,31.7,306680,1,72000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,18780,0,16800,3,0,1,0,0,0,0,0,0,42.6,896500,1,78000,0,0,0,1,0,0,0,0,0,0,0,1,64,1
1,15020,0,660,3,0,3,0,0,0,0,0,0,27.2,299000,1,6000,0,0,0,1,0,0,0,0,0,0,0,1,62,1
0,308000,40,0,3,0,1,0,0,0,0,0,5000,28,480000,1,15000,0,0,0,1,0,0,0,0,0,0,0,0,64,1
1,28712,40,8700,3,0,4,0,0,0,0,0,8000,14.7,49000,7,23000,0,0,0,1,0,0,0,0,0,0,0,0,68,2
1,26220,10,4800,3,0,2,0,0,0,0,0,1200,3.3,2800,1,1500,0,0,0,1,0,0,0,0,0,0,0,0,70,2
1,26220,0,11520,2,6900,5,1,1,1,0,0,1200,23,2800,1,2700,0,0,0,1,0,0,0,0,0,0,0,1,75,1
1,11378,40,2348,3,0,5,1,0,0,0,0,1650,16.2,-649,8,35000,0,0,0,1,0,0,0,0,0,0,0,1,62,2
1,94664,0,14664,3,0,1,0,0,0,0,0,8000,22.3,203000,1,47000,0,0,0,1,0,0,0,0,0,0,0,1,62,1
1,21854,0,14208,3,6492,2,0,1,2,0,0,0,18,254500,7,50000,0,0,0,1,0,0,0,0,0,0,0,1,67,2
1,65952,40,17760,3,0,3,0,0,0,0,0,0,41.3,1116000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,72,1
1,7145,40,585,3,0,1,0,0,0,0,0,0,15.4,600,5,2500,0,0,0,1,0,0,0,0,0,0,0,0,66,2
1,66462,0,16392,3,0,2,1,0,0,1,0,900,28.2,289900,1,62000,0,0,0,1,0,0,0,0,0,0,0,1,69,1
1,27848,25,2400,3,3780,3,1,1,1,0,0,0,16,890000,1,5000,0,0,0,1,0,0,0,0,0,0,0,0,63,2
1,97589,55,7905,3,0,2,0,0,0,0,0,5000,43.7,427398,1,66000,0,0,0,1,0,0,0,0,0,0,0,0,66,1
1,97589,40,0,4,0,2,0,0,0,0,0,5000,28.1,427398,1,39000,0,0,0,1,0,0,0,0,0,0,0,1,61,2
1,38076,12,0,4,3852,5,0,1,1,0,0,12000,12.3,68500,1,206841.6695,0,0,0,1,0,0,0,0,0,0,0,0,62,2
1,83064,20,5700,3,0,2,0,0,0,6,0,0,7.9,1310000,1,7000,0,0,0,1,0,0,0,0,0,0,0,0,63,2
1,39220,40,13920,3,0,2,0,0,0,0,0,0,28.6,16030,1,30000,0,0,0,1,0,0,0,0,0,0,0,1,64,1
1,39220,37,0,4,0,6,1,0,0,0,0,0,11,16030,1,27000,0,0,0,1,0,0,0,0,0,0,0,0,59,2
1,14172,0,14160,3,0,5,0,0,0,0,0,4500,16,64100,1,27000,0,0,0,1,0,0,0,0,0,0,0,1,67,1
1,11212,40,2200,3,0,1,1,0,0,0,0,0,42.7,171000,1,21000,0,0,0,1,0,0,0,0,0,0,0,1,62,1
0,0,40,0,4,0,2,0,0,0,0,0,0,3.3,1200,5,35000,0,0,0,1,0,0,0,0,0,0,0,0,60,1
1,61882,0,13920,3,17400,3,1,1,1,0,0,14000,11,41000,7,10000,0,0,0,1,0,0,0,0,0,0,0,1,66,2
1,52540,40,13764,3,33776,2,0,1,2,0,60,1600,29,446395,7,54375,0,0,0,1,0,0,0,0,0,0,0,0,69,2
1,16427,40,9360,3,67,2,0,1,1,0,0,0,19,11500,8,22000,0,0,0,1,0,0,0,0,0,0,0,1,64,2
1,15600,50,12000,3,0,2,0,0,0,0,0,0,24.3,2000,1,37000,0,0,0,1,0,0,0,0,0,0,0,1,66,1
1,34916,40,15180,3,0,2,0,0,0,0,11,0,36.1,247000,1,28000,0,0,0,1,0,0,0,0,0,0,0,1,72,1
1,34916,35,8112,3,3600,1,1,1,1,0,0,0,29.7,247000,1,22986,0,0,0,1,0,0,0,0,0,0,0,1,68,2
1,20040,0,9720,3,0,2,0,0,0,0,0,0,24.2,72600,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71,2
1,76432,0,0,4,0,5,1,0,0,0,0,15000,11,44000,1,765,0,0,0,1,0,0,0,0,0,0,0,1,62,2
1,54016,30,10000,3,0,2,0,0,0,5000,0,0,23.6,238000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,63,1
1,74296,0,11496,3,6480,1,0,1,1,0,0,1800,25.7,169200,1,2125,0,0,0,1,0,0,0,0,0,0,0,1,68,1
1,20376,20,10128,3,8748,4,1,1,2,0,0,0,25.4,77500,7,3600,0,0,0,1,0,0,0,0,0,0,0,1,68,2
1,41660,50,12540,3,0,4,0,0,0,0,0,27000,10.7,165000,1,11400,0,0,0,1,0,0,0,0,0,0,0,0,65,1
1,10150,0,2246,3,0,5,1,0,0,0,0,0,18.3,103000,5,0,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,37128,16,14928,3,0,7,0,0,0,0,0,0,24.7,778000,1,34000,0,0,0,1,0,0,0,0,0,0,0,0,65,1
1,19152,40,13152,3,0,1,0,0,0,0,0,0,35.7,12000,5,23000,0,0,0,1,0,0,0,0,0,0,0,1,68,1
1,6000,0,0,3,0,1,0,0,0,0,0,0,40,818622.018,1,135000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,16246,40,4746,3,0,2,1,0,0,0,0,0,9.9,40150,5,19000,0,0,0,1,0,0,0,0,0,0,0,1,65,2
1,41744,40,2544,3,0,5,0,0,0,0,0,0,11.3,112000,1,18000,0,0,0,1,0,0,0,0,0,0,0,0,62,2
1,86092,0,16092,3,0,3,0,0,0,0,0,0,34.3,315000,1,30000,0,0,0,1,0,0,0,0,0,0,0,0,70,1
1,25320,24,7812,3,9108,3,1,1,1,0,0,0,14,54000,1,2000,0,0,0,1,0,0,0,0,0,0,0,1,69,2
1,42272,40,0,4,0,5,0,0,0,0,40,0,9.1,390000,1,14000,0,0,0,1,0,0,0,0,0,0,0,0,57,2
1,163629.4326,0,16759.98936,3,134109.0817,4,0,1,3,0,0,0,14.2,432500,1,60000,0,0,0,1,0,0,0,0,0,0,0,0,67,1
1,42200,35,14040,3,13800,4,0,1,1,0,0,0,29,352000,1,20000,0,0,0,1,0,0,0,0,0,0,0,0,63,1
1,31056,24,7572,3,0,4,0,0,0,0,0,0,20.3,11900,1,25000,0,0,0,1,0,0,0,0,0,0,0,1,64,2
1,8412,0,8400,3,0,5,0,0,0,0,0,0,18.3,80800,7,0,0,0,0,1,0,0,0,0,0,0,0,1,68,2
0,0,0,0,3,0,1,1,0,0,0,0,0,37.3,216500,1,68000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,403988.8613,40,19200,3,0,2,0,1,1,0,0,0,21.2,1798500,1,4000,0,0,0,1,0,0,0,0,0,0,0,1,70,1
1,16464,0,0,4,0,2,0,0,0,0,0,0,33.7,122000,1,14000,0,0,0,1,0,0,0,0,0,0,0,0,59,2
1,4320,40,4320,3,0,2,1,0,0,0,0,0,16,78000,1,9000,0,0,0,1,0,0,0,0,0,0,0,0,63,1
1,120350,40,0,4,0,3,0,1,1,0,0,0,18.2,282000,1,32000,0,0,0,1,0,0,0,0,0,0,0,1,60,2
1,111067,0,0,4,3000,2,1,1,1,0,0,0,21,530000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,58,2
1,22140,24,12480,3,9660,6,0,1,1,0,0,0,12.8,10000,7,6000,0,0,0,1,0,0,0,0,0,0,0,1,67,2
1,69000,55,0,3,0,4,1,0,0,0,0,0,10,152000,7,37000,0,0,0,1,0,0,0,0,0,0,0,0,63,2
1,123398,0,16368,3,1620,4,0,1,1,0,0,0,17.4,1083000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,64,1
1,123398,0,0,4,0,2,0,0,0,0,0,0,19.4,1083000,1,40000,0,0,0,1,0,0,0,0,0,0,0,1,61,2
1,187277.4869,40,0,3,0,4,0,1,1,0,0,0,28.2,3385297.596,1,38000,0,0,0,1,0,0,0,0,0,0,0,1,64,1
1,25456,25,4656,3,17400,5,1,1,1,0,0,0,7,388000,7,0,0,0,0,1,0,0,0,0,0,0,0,1,65,2
1,3900,40,3900,3,0,4,1,0,0,0,0,0,15,133000,8,51000,0,0,0,1,0,0,0,0,0,0,0,1,64,2
1,69904,0,12420,3,0,4,1,0,0,0,0,0,13.6,269000,1,17000,0,0,0,1,0,0,0,0,0,0,0,1,69,1
1,69904,50,7944,3,31140,3,1,1,2,0,0,0,17.7,269000,1,50000,0,0,0,1,0,0,0,0,0,0,0,0,67,2
1,30264.61045,44,11115.48584,3,0,5,0,0,0,0,0,0,10,362500,1,34800,0,0,0,1,0,0,0,0,0,0,0,0,63,1
1,27096,0,10968,3,6000,2,0,0,0,0,0,0,8.5,171500,1,24000,0,0,0,1,0,0,0,0,0,0,0,1,67,1
1,27302,10,13908,3,0,3,0,0,0,0,0,0,24.6,405000,1,14000,0,0,0,1,0,0,0,0,0,0,0,1,66,1
1,52480,0,2880,3,44400,4,0,1,1,0,0,0,21,430000,1,400,0,0,0,1,0,0,0,0,0,0,0,1,64,1
1,52480,0,1600,3,0,1,1,0,0,0,0,0,21.6,430000,1,28000,0,0,0,1,0,0,0,0,0,0,0,1,62,2
1,216083.695,10,5016,3,0,3,1,0,0,360000,0,0,16.8,731200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,65,2
1,27826,24,7188,3,0,3,1,0,0,0,0,0,9.2,147600,1,9000,0,0,0,1,0,0,0,0,0,0,0,1,67,2
0,10082,2,0,4,0,3,0,0,0,0,0,0,13.7,1008302.18,1,24000,0,0,0,1,0,0,0,0,0,0,0,1,60,2
1,60790,50,1278,3,9000,4,0,1,1,0,0,9000,24,126000,1,48000,0,0,0,1,0,0,0,0,0,0,0,1,62,1
1,20400,0,6000,3,0,5,1,0,0,0,0,3500,9,22700,1,36000,0,0,0,1,0,0,0,0,0,0,0,1,64,2
1,44834.48727,30,12290.63215,3,8040,4,0,1,1,0,0,0,20.5,25000,1,13000,0,0,0,1,0,0,0,0,0,0,0,1,65,2
1,11140,30,6400,3,4600,2,1,1,1,0,0,6000,10.8,25500,5,25000,0,0,0,1,0,0,0,0,0,0,0,1,63,2
1,12016,0,8016,3,0,1,1,0,0,0,0,0,13.6,257500,5,40000,0,0,0,1,0,0,0,0,0,0,0,1,68,2
1,34418,0,9768,3,0,2,0,0,0,0,0,0,4.9,584000,1,24000,0,0,0,1,0,0,0,0,0,0,0,1,71,1
1,9668,0,9648,3,0,1,1,0,0,0,0,0,47.6,24700,8,18000,0,0,0,1,0,0,0,0,0,0,0,1,68,1
1,71800,52,16800,3,12996,2,0,1,1,0,0,1000,40.7,1215000,1,28000,0,0,0,1,0,0,0,0,0,0,0,1,72,1
1,24397.70334,35,14082.70334,3,2700,1,0,1,1,250000,0,0,32.6,674000,7,26000,0,0,0,1,0,0,0,0,0,0,0,1,71,2
1,37779,45,5624,3,5244,6,0,1,2,0,0,0,22,119000,1,35000,0,0,0,1,0,0,0,0,0,0,0,0,65,1
1,45838,0,12468,3,2868,3,0,1,1,0,0,0,9,2,1,8000,0,0,0,1,0,0,0,0,0,0,0,0,71,2
1,95784,20,8136,2,2400,2,1,1,1,0,0,0,14,54200,5,10000,0,0,0,1,0,0,0,0,0,0,0,1,76,2
1,19872,30,9372,3,0,3,0,0,0,0,0,900,16.7,41100,7,23000,0,0,0,1,0,0,0,0,0,0,0,0,70,2
1,9432,0,8880,3,0,1,0,0,0,0,0,3000,30.3,421000,7,15600,0,0,0,1,0,0,0,0,0,0,0,0,64,2
1,53900,40,7200,3,0,1,0,0,0,0,0,0,17.1,109500,1,17000,0,0,0,1,0,0,0,0,0,0,0,0,66,2
1,226062,9,0,5,0,3,0,0,0,90000,0,0,6.5,481300,1,2500,0,0,0,1,0,0,0,0,0,0,0,0,55,2
1,12453,20,10152,3,371,2,0,1,1,20000,0,10000,9,182150,7,9000,0,0,0,1,0,0,0,0,0,0,0,0,64,2
1,175540,50,0,4,11200,2,0,1,1,90000,0,20000,24.8,1015000,1,70000,0,0,0,1,0,0,0,0,0,0,0,0,60,2
1,213974,0,7800,3,0,2,0,0,0,0,0,0,1.3,318000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,65,2
1,13200,0,13200,3,0,2,1,0,0,0,0,0,7.4,14000,5,30000,0,0,0,1,0,0,0,0,0,0,0,0,68,2
1,62512,40,16800,3,8700,1,0,1,1,7000,0,5000,31.7,209000,1,1,0,0,0,1,0,0,0,0,0,0,0,1,67,1
1,62512,40,0,4,12000,2,0,1,1,7000,10,5000,18.8,209000,1,50000,0,0,0,1,0,0,0,0,0,0,0,0,59,2
1,30774,40,4662,3,0,2,1,0,0,0,8,0,15.6,70000,1,32000,0,0,0,1,0,0,0,0,0,0,0,0,66,2
1,63636,37,4550,3,4550,4,1,1,1,0,0,0,14.7,157600,1,36000,0,0,0,1,0,0,0,0,0,0,0,0,63,1
1,37200,12,7200,3,0,3,0,0,0,0,0,0,11.9,164000,1,16000,0,0,0,1,0,0,0,0,0,0,0,1,72,2
1,43620,16,3576,3,0,4,1,0,0,0,0,5000,23,68025,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65,1
1,67564,0,13920,3,44904,3,0,1,3,0,0,300,2.1,123200,5,84000,0,0,0,1,0,0,0,0,0,0,0,1,65,1
1,79224,40,24,3,0,2,0,0,0,20000,0,6000,22,33500,1,6000,0,0,0,1,0,0,0,0,0,0,0,0,64,1
1,31392,40,18696,3,1200,1,1,1,1,0,0,0,45.3,224075,1,60000,0,0,0,1,0,0,0,0,0,0,0,1,65,1
1,31392,0,9096,3,0,1,1,0,0,0,0,0,-97,224075,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65,2
1,42579.79558,40,11579.79558,3,6000,2,0,1,1,0,0,0,36.5,106000,7,30000,0,0,0,1,0,0,0,0,0,0,0,0,62,2
1,0,25,0,3,0,1,0,0,0,0,0,0,15.8,42000,7,8800,0,0,0,1,0,0,0,0,0,0,0,1,65,2
1,20723.99407,40,12335.99407,3,0,6,0,0,0,180000,0,0,12,386000,1,13000,0,0,0,1,0,0,0,0,0,0,0,1,65,2
0,13552,40,0,4,1908,3,1,1,1,0,0,0,24.7,78575,7,25000,0,0,0,1,0,0,0,0,0,0,0,0,57,1
1,151212,41,0,3,90000,2,0,1,2,0,0,0,24.5,1113000,1,91000,0,0,0,1,0,0,0,0,0,0,0,0,62,1
1,151212,45,0,4,17400,3,0,1,3,0,0,0,18.8,1113000,1,48000,0,0,0,1,0,0,0,0,0,0,0,1,57,2
1,81600,45,0,3,0,4,1,0,0,0,0,0,5.9,112000,1,35000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,33876,32,10476,3,0,3,0,0,0,0,0,0,19.5,16400,4,23000,0,0,0,1,0,0,0,0,0,0,0,0,65,1
1,66352,30,15228,3,41124,3,0,1,1,0,25,0,23.7,103500,7,70000,0,0,0,1,0,0,0,0,0,0,0,0,64,1
1,7116,0,6228,3,0,4,1,0,0,0,0,0,20,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,72,1
1,35974,24,4824,3,0,5,0,0,0,0,0,0,9,71000,1,5000,0,0,0,1,0,0,0,0,0,0,0,1,69,2
0,48412,16,0,3,22800,2,0,1,1,0,0,0,37.2,1580000,1,30000,0,0,0,1,0,0,0,0,0,0,0,1,72,1
1,17182,16,5136,3,2241,2,1,1,1,0,0,0,14,52500,7,12000,0,0,0,1,0,0,0,0,0,0,0,1,65,2
1,12598,0,11328,3,0,1,0,0,0,0,0,0,35.6,175000,5,35000,0,0,0,1,0,0,0,0,0,0,0,1,67,2
1,19856,40,8940,3,0,2,0,0,0,0,0,6000,12,84400,1,18000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,18984,0,11340,3,0,4,1,0,0,0,0,0,14,328000,1,17000,0,0,0,1,0,0,0,0,0,0,0,1,69,1
1,146523.0533,30,0,4,0,2,0,0,0,0,0,0,20.9,507000,1,27000,0,0,0,1,0,0,0,0,0,0,0,0,61,2
1,11631,0,11619,3,0,3,1,0,0,0,0,750,16.8,323950,5,25000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,0,45,0,3,0,5,1,0,0,0,0,16000,6.7,45000,5,35000,0,0,0,1,0,0,0,0,0,0,0,1,65,2
1,18560,32,5700,3,0,2,1,0,0,0,4,0,21.5,61000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62,2
1,22404,0,9600,3,0,7,0,0,0,0,0,600,7,23520,1,19642,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,43092,40,7632,3,1044,4,0,1,1,0,0,500,30.4,178500,1,0,0,0,0,1,0,0,0,0,0,0,0,1,66,1
1,40900,25,1100,3,17400,8,0,1,1,40000,50,15000,15,126000,1,7000,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,61500,50,14400,3,0,9,0,0,0,0,0,0,12,169000,1,52000,0,0,0,1,0,0,0,0,0,0,0,0,64,1
1,77024,40,0,3,28800,3,0,0,0,0,0,0,35.2,1700000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62,2
1,81100,40,4800,3,14300,3,0,1,1,0,0,3000,30,101000,1,141883.0705,0,0,0,1,0,0,0,0,0,0,0,1,65,1
1,84209,45,4200,3,7380,2,0,1,1,0,0,300,20,604700,1,60000,0,0,0,1,0,0,0,0,0,0,0,1,63,2
1,13422,0,0,4,0,5,0,0,0,0,0,0,4.4,282000,1,18000,0,0,0,1,0,0,0,0,0,0,0,0,57,2
1,12000,44,4000,3,8000,1,0,1,1,0,0,0,34.7,27000,1,60000,0,0,0,1,0,0,0,0,0,0,0,1,64,1
1,12000,37,0,4,0,2,1,0,0,0,0,0,24.2,27000,1,30000,0,0,0,1,0,0,0,0,0,0,0,1,60,2
1,9828,0,9600,3,0,2,1,0,0,0,0,0,16.4,300,5,14274,0,0,0,1,0,0,0,0,0,0,0,1,69,2
1,57161,40,13717,3,3780,8,0,1,1,0,0,7000,19,175000,1,25000,0,0,0,1,0,0,0,0,0,0,0,0,64,1
1,138120,55,15600,3,38400,3,0,1,3,0,0,0,15,1005800,1,31200,0,0,0,1,0,0,0,0,0,0,0,1,63,1
1,13300,24,13200,3,0,5,1,0,0,0,0,300,12.2,6200,5,10000,0,0,0,1,0,0,0,0,0,0,0,1,69,1
1,1542,50,1392,3,0,2,0,0,0,0,0,0,28.6,1580071.756,7,70000,0,0,0,1,0,0,0,0,0,0,0,1,69,2
1,31039,55,11487,3,4452,1,1,1,1,0,0,0,43.4,330100,1,70000,0,0,0,1,0,0,0,0,0,0,0,1,66,1
1,30004,20,11760,3,8220,2,0,1,1,0,0,0,12.4,252000,7,10057,0,0,0,1,0,0,0,0,0,0,0,0,66,2
1,42689.32454,48,3489.324537,3,3300,1,1,1,1,0,0,0,40.8,350000,1,56000,0,0,0,1,0,0,0,0,0,0,0,1,65,1
1,33968,40,10596,3,0,3,0,0,0,0,0,0,15.2,88275,1,60000,0,0,0,1,0,0,0,0,0,0,0,1,66,2
1,53543,40,1143,3,5400,5,1,1,2,0,30,0,29,169000,5,46000,0,0,0,1,0,0,0,0,0,0,0,1,62,1
1,81620,16,7920,3,0,2,0,0,0,0,0,0,15.6,5,1,7000,0,0,0,1,0,0,0,0,0,0,0,1,63,2
1,146893,55,18000,3,0,5,0,0,0,0,10,10000,10.9,1355000,1,85000,0,0,0,1,0,0,0,0,0,0,0,0,67,1
1,289744,0,5400,3,12000,3,0,0,0,0,0,0,5.7,502000,1,8000,0,0,0,1,0,0,0,0,0,0,0,1,68,2
1,59443,8,2575,3,0,2,0,0,0,0,0,0,4.4,63400,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63,2
1,30700,20,11100,3,0,3,1,0,0,0,0,2000,6.5,321000,7,7000,0,0,0,1,0,0,0,0,0,0,0,1,67,2
0,174560,0,0,3,78000,3,0,1,1,0,0,0,33.5,997000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65,1
1,34567,0,8400,3,0,5,0,0,0,0,0,0,16,657000,4,38000,0,0,0,1,0,0,0,0,0,0,0,0,67,2
1,89760,50,0,3,0,1,0,0,0,0,0,0,32.7,382000,1,70000,0,0,0,1,0,0,0,0,0,0,0,0,63,2
1,21040,33,7764,3,8256,1,0,1,2,0,0,0,20.4,461600,5,21000,0,0,0,1,0,0,0,0,0,0,0,0,63,2
